city,week_key,n_posts,mean_polarity,median_polarity,pct_negative,pct_positive,n_posts_crime,mean_polarity_crime,median_polarity_crime,pct_negative_crime,pct_positive_crime
Edmonton,2009-W33,1.0,0.175,0.175,0.0,1.0,,,,,
Edmonton,2009-W38,1.0,-0.13816738816738816,-0.13816738816738816,1.0,0.0,1.0,-0.13816738816738816,-0.13816738816738816,1.0,0.0
Edmonton,2009-W44,1.0,-0.04352661227661226,-0.04352661227661226,0.0,0.0,1.0,-0.04352661227661226,-0.04352661227661226,0.0,0.0
Edmonton,2009-W49,1.0,0.11893939393939394,0.11893939393939394,0.0,1.0,,,,,
Edmonton,2010-W01,2.0,0.0695616920461641,0.0695616920461641,0.0,0.5,1.0,0.00459167241775938,0.00459167241775938,0.0,0.0
Edmonton,2010-W03,1.0,0.14073011398592797,0.14073011398592797,0.0,1.0,1.0,0.14073011398592797,0.14073011398592797,0.0,1.0
Edmonton,2010-W07,1.0,0.13262135241301912,0.13262135241301912,0.0,1.0,,,,,
Edmonton,2010-W15,1.0,0.2579226377071205,0.2579226377071205,0.0,1.0,1.0,0.2579226377071205,0.2579226377071205,0.0,1.0
Edmonton,2010-W16,1.0,0.11134920634920636,0.11134920634920636,0.0,1.0,1.0,0.11134920634920636,0.11134920634920636,0.0,1.0
Edmonton,2010-W21,1.0,-0.2,-0.2,1.0,0.0,,,,,
Edmonton,2010-W26,1.0,0.028260667903525036,0.028260667903525036,0.0,0.0,1.0,0.028260667903525036,0.028260667903525036,0.0,0.0
Edmonton,2010-W27,1.0,-0.01712962962962963,-0.01712962962962963,0.0,0.0,1.0,-0.01712962962962963,-0.01712962962962963,0.0,0.0
Edmonton,2010-W28,1.0,-0.012499999999999997,-0.012499999999999997,0.0,0.0,,,,,
Edmonton,2010-W41,1.0,0.3482142857142857,0.3482142857142857,0.0,1.0,,,,,
Edmonton,2010-W45,1.0,-0.08217592592592594,-0.08217592592592594,1.0,0.0,,,,,
Edmonton,2010-W46,1.0,0.00862193362193361,0.00862193362193361,0.0,0.0,1.0,0.00862193362193361,0.00862193362193361,0.0,0.0
Edmonton,2010-W47,1.0,0.19065656565656564,0.19065656565656564,0.0,1.0,1.0,0.19065656565656564,0.19065656565656564,0.0,1.0
Edmonton,2010-W48,1.0,0.1775831934505404,0.1775831934505404,0.0,1.0,1.0,0.1775831934505404,0.1775831934505404,0.0,1.0
Edmonton,2010-W49,4.0,0.06866110820525081,0.10739744125424502,0.25,0.75,4.0,0.06866110820525081,0.10739744125424502,0.25,0.75
Edmonton,2010-W50,2.0,-0.009863535620433747,-0.009863535620433747,0.0,0.0,2.0,-0.009863535620433747,-0.009863535620433747,0.0,0.0
Edmonton,2010-W51,1.0,0.17525510204081635,0.17525510204081635,0.0,1.0,,,,,
Edmonton,2010-W52,1.0,0.11203703703703703,0.11203703703703703,0.0,1.0,,,,,
Edmonton,2011-W01,4.0,0.10470408240428658,0.08212250273672687,0.0,0.5,2.0,0.22912542671333508,0.22912542671333508,0.0,1.0
Edmonton,2011-W02,1.0,0.18932411674347163,0.18932411674347163,0.0,1.0,1.0,0.18932411674347163,0.18932411674347163,0.0,1.0
Edmonton,2011-W04,1.0,-0.027777777777777773,-0.027777777777777773,0.0,0.0,1.0,-0.027777777777777773,-0.027777777777777773,0.0,0.0
Edmonton,2011-W08,2.0,-0.1790777674706246,-0.1790777674706246,0.5,0.5,,,,,
Edmonton,2011-W09,1.0,0.0,0.0,0.0,0.0,,,,,
Edmonton,2011-W11,4.0,0.09070817299983966,0.08141634599967933,0.25,0.5,2.0,-0.12708333333333333,-0.12708333333333333,0.5,0.0
Edmonton,2011-W12,2.0,0.014285964806798142,0.014285964806798142,0.0,0.0,1.0,-0.002686938832772173,-0.002686938832772173,0.0,0.0
Edmonton,2011-W13,1.0,0.043354018084233926,0.043354018084233926,0.0,0.0,1.0,0.043354018084233926,0.043354018084233926,0.0,0.0
Edmonton,2011-W15,2.0,-0.08133116883116881,-0.08133116883116881,0.5,0.5,1.0,-0.22499999999999995,-0.22499999999999995,1.0,0.0
Edmonton,2011-W16,3.0,-0.021633748196248193,0.004543199855699862,0.3333333333333333,0.0,3.0,-0.021633748196248193,0.004543199855699862,0.3333333333333333,0.0
Edmonton,2011-W19,3.0,-0.032050509504213204,-0.09000000000000001,0.6666666666666666,0.3333333333333333,2.0,-0.1417058147613703,-0.1417058147613703,1.0,0.0
Edmonton,2011-W20,1.0,0.17760683760683751,0.17760683760683751,0.0,1.0,1.0,0.17760683760683751,0.17760683760683751,0.0,1.0
Edmonton,2011-W22,3.0,0.07751322751322749,0.02976190476190475,0.0,0.3333333333333333,1.0,0.02976190476190475,0.02976190476190475,0.0,0.0
Edmonton,2011-W24,1.0,0.20038427755819063,0.20038427755819063,0.0,1.0,,,,,
Edmonton,2011-W25,5.0,-0.019959285699650813,-0.013130570409982164,0.4,0.4,3.0,-0.06205275370336222,-0.013130570409982164,0.3333333333333333,0.3333333333333333
Edmonton,2011-W26,1.0,0.005546327057954967,0.005546327057954967,0.0,0.0,,,,,
Edmonton,2011-W27,3.0,0.16274305555555554,0.16666666666666666,0.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.0,1.0
Edmonton,2011-W28,1.0,0.01777777777777777,0.01777777777777777,0.0,0.0,,,,,
Edmonton,2011-W29,8.0,-0.045789990680615705,-0.022048611111111116,0.25,0.375,3.0,-0.02709986772486773,-0.030555555555555558,0.0,0.0
Edmonton,2011-W30,2.0,0.04893308080808081,0.04893308080808081,0.0,0.5,,,,,
Edmonton,2011-W31,7.0,0.019956572242642478,0.021457809386380814,0.2857142857142857,0.42857142857142855,5.0,0.022383645584143918,0.021457809386380814,0.2,0.4
Edmonton,2011-W32,1.0,0.051094276094276095,0.051094276094276095,0.0,1.0,,,,,
Edmonton,2011-W38,2.0,0.08220721828676375,0.08220721828676375,0.0,0.5,1.0,0.12152777777777779,0.12152777777777779,0.0,1.0
Edmonton,2011-W39,1.0,0.0482077922077922,0.0482077922077922,0.0,0.0,,,,,
Edmonton,2011-W40,3.0,0.17648083224645725,-0.00477972548285049,0.3333333333333333,0.3333333333333333,1.0,-0.06577777777777778,-0.06577777777777778,1.0,0.0
Edmonton,2011-W41,1.0,-0.02857142857142858,-0.02857142857142858,0.0,0.0,1.0,-0.02857142857142858,-0.02857142857142858,0.0,0.0
Edmonton,2011-W42,4.0,0.0735977564102564,0.05292467948717948,0.5,0.5,4.0,0.0735977564102564,0.05292467948717948,0.5,0.5
Edmonton,2011-W43,2.0,0.26251473063973063,0.26251473063973063,0.0,1.0,1.0,0.16947390572390575,0.16947390572390575,0.0,1.0
Edmonton,2011-W44,3.0,0.05501394030805797,0.09846256684491982,0.3333333333333333,0.6666666666666666,2.0,-0.016677807486630995,-0.016677807486630995,0.5,0.5
Edmonton,2011-W45,4.0,0.02969282135688385,0.03076295752858252,0.0,0.25,2.0,0.03076295752858252,0.03076295752858252,0.0,0.0
Edmonton,2011-W46,7.0,0.08366492882117879,0.09828823953823952,0.14285714285714285,0.8571428571428571,4.0,0.10692775974025973,0.09828823953823952,0.0,1.0
Edmonton,2011-W47,2.0,0.05407091097308489,0.05407091097308489,0.0,0.5,2.0,0.05407091097308489,0.05407091097308489,0.0,0.5
Edmonton,2011-W48,3.0,0.08803824700475027,0.05064133397466734,0.0,0.6666666666666666,2.0,0.13801922115647605,0.13801922115647605,0.0,1.0
Edmonton,2011-W49,2.0,0.10563118022328549,0.10563118022328549,0.0,1.0,,,,,
Edmonton,2011-W50,1.0,0.12321428571428575,0.12321428571428575,0.0,1.0,1.0,0.12321428571428575,0.12321428571428575,0.0,1.0
Edmonton,2011-W51,2.0,0.1501799308049308,0.1501799308049308,0.0,1.0,1.0,0.12489829614829615,0.12489829614829615,0.0,1.0
Edmonton,2011-W52,6.0,0.12027856576213626,0.11986956398721102,0.0,1.0,3.0,0.11337917785122086,0.12694925444925442,0.0,1.0
Edmonton,2012-W01,3.0,0.11647940716690718,0.13757891414141415,0.0,0.6666666666666666,,,,,
Edmonton,2012-W02,2.0,0.07143477182539681,0.07143477182539681,0.0,1.0,2.0,0.07143477182539681,0.07143477182539681,0.0,1.0
Edmonton,2012-W03,5.0,0.023017636684303375,-0.01640652557319223,0.0,0.2,5.0,0.023017636684303375,-0.01640652557319223,0.0,0.2
Edmonton,2012-W04,5.0,0.1708615206115206,0.08270046020046021,0.0,1.0,2.0,0.309375,0.309375,0.0,1.0
Edmonton,2012-W05,7.0,0.07915216302971405,0.09112055933484504,0.14285714285714285,0.7142857142857143,5.0,0.06446021438878581,0.09112055933484504,0.2,0.8
Edmonton,2012-W06,2.0,0.06815228174603175,0.06815228174603175,0.0,1.0,,,,,
Edmonton,2012-W07,1.0,0.1871229849515564,0.1871229849515564,0.0,1.0,1.0,0.1871229849515564,0.1871229849515564,0.0,1.0
Edmonton,2012-W08,3.0,0.12581894340227673,0.1208767436267436,0.3333333333333333,0.6666666666666666,2.0,0.03323599086099084,0.03323599086099084,0.5,0.5
Edmonton,2012-W09,3.0,0.10224341013482678,0.10070995005677388,0.0,0.6666666666666666,3.0,0.10224341013482678,0.10070995005677388,0.0,0.6666666666666666
Edmonton,2012-W10,2.0,0.10167601945379726,0.10167601945379726,0.0,0.5,2.0,0.10167601945379726,0.10167601945379726,0.0,0.5
Edmonton,2012-W11,8.0,0.09762899931279942,0.10542383797305058,0.0,0.875,6.0,0.09322755463928813,0.0991684960927087,0.0,0.8333333333333334
Edmonton,2012-W12,4.0,0.0898915965444109,0.10175044626575239,0.0,0.75,3.0,0.06783363084383492,0.07142857142857142,0.0,0.6666666666666666
Edmonton,2012-W13,5.0,0.06939148619411777,0.07648785425101208,0.2,0.6,3.0,0.05821200079972008,0.07648785425101208,0.3333333333333333,0.6666666666666666
Edmonton,2012-W14,7.0,0.07302793452893819,0.07717171717171717,0.14285714285714285,0.7142857142857143,4.0,0.05273338668826809,0.07692882694796474,0.25,0.75
Edmonton,2012-W15,4.0,0.08715748482717853,0.06023417340142971,0.25,0.5,2.0,0.04038278250837214,0.04038278250837214,0.5,0.5
Edmonton,2012-W16,4.0,0.16865977037467184,0.19444444444444442,0.0,1.0,2.0,0.14287509630489928,0.14287509630489928,0.0,1.0
Edmonton,2012-W17,7.0,0.09149454897565391,0.11629253598077825,0.0,0.7142857142857143,7.0,0.09149454897565391,0.11629253598077825,0.0,0.7142857142857143
Edmonton,2012-W18,4.0,0.05477958009767644,0.047174900936093604,0.0,0.5,3.0,0.024158267290729073,-0.0094887955182073,0.0,0.3333333333333333
Edmonton,2012-W19,3.0,-0.004255050505050507,0.003749999999999988,0.0,0.0,2.0,-0.00979166666666667,-0.00979166666666667,0.0,0.0
Edmonton,2012-W20,2.0,0.2593532680408025,0.2593532680408025,0.0,1.0,2.0,0.2593532680408025,0.2593532680408025,0.0,1.0
Edmonton,2012-W21,7.0,0.06971460768268127,0.07861813481131663,0.0,0.5714285714285714,7.0,0.06971460768268127,0.07861813481131663,0.0,0.5714285714285714
Edmonton,2012-W22,3.0,0.05685713126323985,0.04639680800597091,0.0,0.3333333333333333,3.0,0.05685713126323985,0.04639680800597091,0.0,0.3333333333333333
Edmonton,2012-W23,14.0,0.08562928551493502,0.0841820421961551,0.07142857142857142,0.6428571428571429,12.0,0.06548524868517312,0.06261785291183439,0.08333333333333333,0.5833333333333334
Edmonton,2012-W24,28.0,0.07777905532007431,0.07576003930280246,0.03571428571428571,0.7142857142857143,27.0,0.07191490510559147,0.07321542492595123,0.037037037037037035,0.7037037037037037
Edmonton,2012-W25,2.0,0.034876104797979805,0.034876104797979805,0.0,0.5,1.0,-0.006565656565656556,-0.006565656565656556,0.0,0.0
Edmonton,2012-W26,7.0,0.17423839244504827,0.19599282296650722,0.0,0.7142857142857143,6.0,0.1684296396707381,0.1465170429681708,0.0,0.6666666666666666
Edmonton,2012-W27,6.0,0.0856839908828545,0.10711826052735143,0.0,0.6666666666666666,4.0,0.07496685606060606,0.07309929653679653,0.0,0.5
Edmonton,2012-W28,2.0,0.1188510101010101,0.1188510101010101,0.0,0.5,2.0,0.1188510101010101,0.1188510101010101,0.0,0.5
Edmonton,2012-W29,2.0,0.13916200466200468,0.13916200466200468,0.0,1.0,,,,,
Edmonton,2012-W31,2.0,-0.020774639822258863,-0.020774639822258863,0.5,0.0,2.0,-0.020774639822258863,-0.020774639822258863,0.5,0.0
Edmonton,2012-W32,10.0,0.17558527172510557,0.1537750014423383,0.0,0.9,8.0,0.17878083208062437,0.1537750014423383,0.0,0.875
Edmonton,2012-W33,1.0,0.13509436157456609,0.13509436157456609,0.0,1.0,1.0,0.13509436157456609,0.13509436157456609,0.0,1.0
Edmonton,2012-W34,4.0,0.10854087752525252,0.1109433621933622,0.25,0.75,3.0,0.09297453703703702,0.0666468253968254,0.3333333333333333,0.6666666666666666
Edmonton,2012-W35,7.0,0.11242883954603866,0.12054432120659558,0.14285714285714285,0.8571428571428571,5.0,0.08713463650164885,0.09193667763157891,0.2,0.8
Edmonton,2012-W36,3.0,0.0071956342268842165,-0.02819602272727273,0.3333333333333333,0.3333333333333333,1.0,0.1311931818181818,0.1311931818181818,0.0,1.0
Edmonton,2012-W37,3.0,0.1734938510200291,0.11867479500332928,0.0,0.6666666666666666,2.0,0.06649077653004368,0.06649077653004368,0.0,0.5
Edmonton,2012-W38,2.0,0.03214616871843434,0.03214616871843434,0.0,0.5,2.0,0.03214616871843434,0.03214616871843434,0.0,0.5
Edmonton,2012-W39,10.0,0.11467532092229966,0.1107260101010101,0.0,0.7,8.0,0.09689002657374998,0.10462363814191145,0.0,0.625
Edmonton,2012-W40,4.0,0.08455550230193087,0.15761681096681096,0.25,0.75,2.0,0.011494193637050773,0.011494193637050773,0.5,0.5
Edmonton,2012-W41,11.0,0.0767321693107269,0.05007846320346321,0.09090909090909091,0.5454545454545454,7.0,0.04579557341902107,0.05007846320346321,0.14285714285714285,0.5714285714285714
Edmonton,2012-W42,5.0,0.019915915486418617,0.03226093647708848,0.2,0.2,2.0,0.03534534427160209,0.03534534427160209,0.0,0.0
Edmonton,2012-W43,3.0,0.17595238095238097,0.23452380952380952,0.0,0.6666666666666666,1.0,0.008333333333333331,0.008333333333333331,0.0,0.0
Edmonton,2012-W44,7.0,-0.0185408688896276,0.06181060606060605,0.42857142857142855,0.5714285714285714,4.0,-0.0009355315458592847,0.06181060606060605,0.25,0.75
Edmonton,2012-W45,9.0,0.13529389659904364,0.11292517006802723,0.1111111111111111,0.8888888888888888,6.0,0.12700554653679652,0.10924036281179139,0.16666666666666666,0.8333333333333334
Edmonton,2012-W46,4.0,0.10220111496509013,0.0837641723356009,0.0,0.75,3.0,0.10690307392170746,0.07943310657596371,0.0,0.6666666666666666
Edmonton,2012-W47,5.0,0.19543243387295267,0.15644335511982563,0.0,1.0,3.0,0.23149643335343395,0.15644335511982563,0.0,1.0
Edmonton,2012-W48,10.0,0.039859396985172775,0.06543162343313735,0.1,0.6,4.0,0.10455347899508893,0.10355369291310326,0.0,0.75
Edmonton,2012-W49,4.0,0.06946417036446798,0.07688331729998396,0.0,0.75,2.0,0.03148578328637852,0.03148578328637852,0.0,0.5
Edmonton,2012-W50,7.0,0.06259835799924372,0.06458333333333333,0.14285714285714285,0.8571428571428571,5.0,0.12972103453227454,0.14125000000000001,0.0,1.0
Edmonton,2012-W51,7.0,0.10396158948477006,0.1178566919191919,0.0,0.7142857142857143,4.0,0.04492531857525961,0.013658910399219674,0.0,0.5
Edmonton,2012-W52,11.0,0.04724591186048278,0.022835624860272744,0.18181818181818182,0.45454545454545453,4.0,0.0023136233370266886,-0.003284072249589487,0.0,0.0
Edmonton,2013-W01,4.0,0.10029499532668674,0.1273129976422387,0.0,0.75,2.0,0.04097940778386205,0.04097940778386205,0.0,0.5
Edmonton,2013-W02,10.0,0.0957961158039035,0.09803075396825398,0.2,0.8,5.0,0.04888648442786627,0.06287878787878788,0.4,0.6
Edmonton,2013-W03,3.0,6.230163040198596e-05,0.08491714378811152,0.3333333333333333,0.6666666666666666,,,,,
Edmonton,2013-W04,5.0,0.13282824027938506,0.14437229437229437,0.2,0.8,3.0,0.1916185666185666,0.14437229437229437,0.0,1.0
Edmonton,2013-W05,4.0,0.12548491994395353,0.11361417539988965,0.0,0.75,3.0,0.16868049403763685,0.12475623582766437,0.0,1.0
Edmonton,2013-W06,6.0,0.10047229471381314,0.06106650404269452,0.0,0.5,4.0,0.06531407893826136,0.01065538194444444,0.0,0.25
Edmonton,2013-W07,10.0,0.06994522895678026,0.09976656445406445,0.0,0.6,10.0,0.06994522895678026,0.09976656445406445,0.0,0.6
Edmonton,2013-W08,5.0,0.08230479988789544,0.07685830429732869,0.0,0.8,4.0,0.06146229088067642,0.07685830429732869,0.0,0.75
Edmonton,2013-W09,4.0,0.11077688438105104,0.12739746673080007,0.0,0.75,2.0,0.060502902961236296,0.060502902961236296,0.0,0.5
Edmonton,2013-W10,8.0,0.11354645177469871,0.11833851006764724,0.0,0.75,5.0,0.09928323904249355,0.1190746555032269,0.0,0.8
Edmonton,2013-W11,7.0,0.0032955765324749297,0.06275946275946276,0.14285714285714285,0.5714285714285714,4.0,0.06683473783911587,0.04802840197465802,0.0,0.5
Edmonton,2013-W12,8.0,0.0828918224838461,0.08413700919934491,0.0,0.75,5.0,0.07376281024714482,0.08063512950980097,0.0,0.6
Edmonton,2013-W13,13.0,0.06802640264027747,0.07532467532467532,0.0,0.6923076923076923,4.0,0.08745517353833494,0.11164142434782867,0.0,0.75
Edmonton,2013-W14,8.0,0.050004665139124924,0.0309592969681285,0.0,0.25,7.0,0.029469617301857053,0.030541351010101025,0.0,0.14285714285714285
Edmonton,2013-W15,10.0,0.1209676277956168,0.08793921356421355,0.0,1.0,7.0,0.0987358779544337,0.06172817521669562,0.0,1.0
Edmonton,2013-W16,9.0,0.13667316335970275,0.08945609276934578,0.0,1.0,6.0,0.1026948409702641,0.0741923320989586,0.0,1.0
Edmonton,2013-W17,7.0,0.10301634983695866,0.07459770114942528,0.14285714285714285,0.5714285714285714,4.0,0.03967991692848239,0.0619047700175886,0.25,0.5
Edmonton,2013-W18,3.0,0.11055590827115064,0.11976296290869001,0.0,0.6666666666666666,2.0,0.159881481454345,0.159881481454345,0.0,1.0
Edmonton,2013-W19,7.0,-0.04510776238283836,0.0087828282828283,0.2857142857142857,0.14285714285714285,6.0,-0.06763792688792687,-0.017199494949494933,0.3333333333333333,0.0
Edmonton,2013-W20,3.0,-0.027173174048174042,0.02422542735042735,0.3333333333333333,0.0,1.0,-0.13055555555555554,-0.13055555555555554,1.0,0.0
Edmonton,2013-W21,3.0,0.15922318422318424,0.2276695526695527,0.0,0.6666666666666666,3.0,0.15922318422318424,0.2276695526695527,0.0,0.6666666666666666
Edmonton,2013-W22,7.0,0.13378948843218882,0.06640401886670542,0.2857142857142857,0.7142857142857143,6.0,0.16673588465236844,0.11170531984842791,0.16666666666666666,0.8333333333333334
Edmonton,2013-W23,6.0,0.1114339431481024,0.1828400072150072,0.16666666666666666,0.6666666666666666,4.0,0.14284235291359182,0.1922718253968254,0.0,0.75
Edmonton,2013-W24,5.0,0.044842489581125945,0.045833333333333344,0.0,0.4,3.0,0.05068732193732193,0.045833333333333344,0.0,0.3333333333333333
Edmonton,2013-W25,7.0,0.13232362928218544,0.11375000000000002,0.0,0.8571428571428571,3.0,0.09247146495809598,0.07780748663101604,0.0,0.6666666666666666
Edmonton,2013-W26,8.0,0.130445677008177,0.13923220298220298,0.125,0.5,6.0,0.12392115600448934,0.11699074074074074,0.16666666666666666,0.5
Edmonton,2013-W27,5.0,0.0017091094619666152,0.03333333333333333,0.2,0.4,2.0,0.0059154761904762175,0.0059154761904762175,0.0,0.5
Edmonton,2013-W28,8.0,0.12202940674669607,0.11921394782785912,0.0,0.75,8.0,0.12202940674669607,0.11921394782785912,0.0,0.75
Edmonton,2013-W29,12.0,0.07373910733945004,0.07079022112472814,0.25,0.5833333333333334,8.0,0.01936033699522606,0.034492923668797866,0.375,0.5
Edmonton,2013-W30,5.0,0.047273191473559115,0.020039682539682538,0.0,0.2,3.0,0.025277702621452614,0.013888888888888886,0.0,0.0
Edmonton,2013-W31,10.0,0.097272387438408,0.0890351664796109,0.0,0.8,5.0,0.040810807923894785,0.0697665429808287,0.0,0.6
Edmonton,2013-W32,11.0,0.013477985548607036,0.007340802548056425,0.2727272727272727,0.2727272727272727,9.0,0.01852900611027076,0.007340802548056425,0.2222222222222222,0.3333333333333333
Edmonton,2013-W33,5.0,0.10430409436501872,0.09572192513368985,0.0,0.8,4.0,0.1303801179562734,0.10935717468805704,0.0,1.0
Edmonton,2013-W34,7.0,0.1348935369384749,0.12171052631578948,0.0,0.7142857142857143,4.0,0.06709869630233768,0.07026326386791505,0.0,0.5
Edmonton,2013-W35,8.0,0.040339737612385004,0.10982719630696375,0.25,0.625,7.0,0.02642414045002319,0.0998586824374226,0.2857142857142857,0.5714285714285714
Edmonton,2013-W36,7.0,0.09005824066031974,0.12628237259816202,0.2857142857142857,0.7142857142857143,6.0,0.06321188683097907,0.11369287038735047,0.3333333333333333,0.6666666666666666
Edmonton,2013-W37,9.0,0.1551063151851587,0.10495920745920746,0.0,0.8888888888888888,7.0,0.15810379446041675,0.10495920745920746,0.0,0.8571428571428571
Edmonton,2013-W38,8.0,0.052481027404402136,0.06526391585674673,0.25,0.625,7.0,0.08400429105957648,0.06661489280055455,0.14285714285714285,0.7142857142857143
